user_383,user_84,user_349,user_42,movieId
4.277293699977099,4.143912234464779,3.81788602231914,4.070080900982266,1
3.9254308891875613,0.0,3.621802437567582,3.483941877794337,2
0.0,3.4917137369834275,3.643823641844475,4.2712284223479235,122882
4.011833785577189,3.421468926202746,0.0,0.0,3
4.545047015088564,0.0,3.7094398746572663,4.156818181818181,5
4.354441789024364,0.0,4.392722440846533,4.201035573726584,6
0.0,3.917246254325451,4.188475470940684,3.4497506505412505,122886
2.7200816955831444,0.0,0.0,0.0,7
0.0,2.0687301400494293,0.0,0.0,9
3.7643011332973555,0.0,0.0,0.0,10
3.6154345285427585,0.0,0.0,0.0,11
0.0,0.0,0.0,3.1568181818181817,12
0.0,0.0,3.8020568420616434,3.483941877794337,122892
4.4185645497136905,0.0,2.838936098667812,0.0,81932
0.0,3.418233354543877,0.0,0.0,8207
0.0,0.0,3.782358138749272,2.983941877794337,122896
4.4170187757514014,3.9701300196331997,3.6825187175070364,0.0,16
0.0,0.0,3.647762516614976,3.483941877794337,122898
0.0,4.089419795221843,3.7094398746572663,0.0,18
0.0,0.0,3.507101588819319,3.270848048816085,122900
2.762849755267551,4.179985832957692,2.6536243154761157,0.0,19
0.0,0.0,2.2211386644376336,2.0573180256169947,122902
3.6877100524953645,3.0921975729996207,3.1325075075075075,0.0,22
0.0,3.4929857779550355,3.2566759665152096,3.983941877794337,122904
0.0,0.0,3.7211386644376336,3.5573180256169947,114713
0.0,4.408807550323884,3.5423566489328246,3.415909090909091,57368
2.809594362272742,3.1876698222596387,0.0,0.0,24
0.0,0.0,3.2132823613086776,0.0,20
4.249673202614379,3.454334137669963,4.209439874657266,0.0,29
3.8183600713012478,0.0,3.866686997522926,0.0,21
0.0,0.0,3.962739438467594,0.0,26
4.421863178330317,3.7109326841091756,3.6274297556355823,3.28856421462508,32
0.0,2.3115362264401895,2.93058370812759,2.741169453591217,122912
3.5417147311415578,0.0,0.0,2.785550785198719,34
0.0,0.0,3.7395661633942394,0.0,31
0.0,1.7535223593244074,3.647762516614976,2.466867125559671,122916
0.7643011332973555,0.0,3.7271226670396636,0.0,8228
0.0,0.0,3.8590935228867784,3.483941877794337,122918
3.913133963808702,1.3751340809361285,1.4154440154440153,2.47895256916996,39
0.0,2.3894197952218432,3.3452662241483626,3.770848048816085,122920
0.0,0.0,2.969007382099933,0.0,38
0.0,0.0,3.5868536910909077,3.983941877794337,122922
0.0,4.089419795221843,0.0,0.0,43
0.0,0.0,2.4333831314145846,3.483941877794337,122924
0.0,2.2823208387643783,2.170578990190067,0.0,44
0.0,0.0,3.647762516614976,3.483941877794337,122926
4.164934196218644,4.284706719081967,3.990760443463875,0.0,47
3.185504593984248,3.2348688565761154,3.1782141319890598,2.913950877054745,48
0.0,0.0,3.962739438467594,0.0,46
4.535846587361444,0.0,4.226891398229965,0.0,50
0.0,0.0,2.969007382099933,0.0,106540
0.0,0.0,0.0,3.1568181818181817,52
3.525258846285129,0.0,0.0,0.0,45
3.9185645497136905,0.0,0.0,0.0,65585
4.58887434539778,4.0827710308241185,4.9202059202059205,2.4647186147186146,58
3.4812411902423914,0.0,3.5781950059181944,4.47895256916996,60
3.9024388777680783,0.0,5.0704699400554984,4.47895256916996,62
0.0,3.2298851044014993,3.4154440154440153,0.0,63
3.7643011332973555,0.0,0.0,0.0,8254
0.0,0.0,1.564010032760033,1.8259090909090907,65
0.0,3.8332006990150096,4.415444015444015,0.0,69
4.61877096785934,3.322472060553991,3.4294501103318207,1.565909090909091,70
3.5450470150885636,3.581311687113735,0.0,0.0,73
0.0,5.068730140049429,0.0,0.0,74
0.0,2.0687301400494293,0.0,0.0,76
0.0,3.0476322381098804,2.1325075075075075,0.0,79
4.249673202614379,0.0,0.0,0.0,80
0.0,3.0791248166826106,0.0,0.0,81
0.0,0.0,4.962739438467594,0.0,82
4.008021390374331,4.089419795221843,0.0,0.0,86
5.077450980392157,0.0,4.24174825716982,0.0,17
0.0,0.0,2.098570694353489,0.0,95
0.0,0.0,3.9462723717242545,0.0,97
0.0,0.0,2.541895196178412,0.0,100
0.0,3.089419795221843,0.0,0.0,103
3.324086865637731,3.88598942060242,3.1914021417730174,0.0,104
3.4185645497136905,5.617991223793272,3.962739438467594,3.4200757575757574,107
0.0,0.0,3.7211386644376336,3.5573180256169947,114795
4.431661022639775,4.108496946233993,3.960984339644275,0.0,110
4.477457459528309,4.115186222884178,4.297492368819471,3.6189813894602794,111
2.5501317464782085,3.089419795221843,4.064010032760033,0.0,112
4.103466066242861,4.721608403698093,4.158157312714875,3.698465727355918,49272
0.0,4.794328620519697,4.069787008234057,3.198465727355918,139385
0.0,0.0,3.962739438467594,0.0,121
4.251923554231819,0.0,0.0,0.0,49274
3.4185645497136905,3.06154113318237,2.9491174848317705,0.0,49278
0.0,0.0,2.578195005918195,0.0,126
3.606150424448077,0.0,0.0,0.0,25
0.0,0.0,1.9690073820999332,0.0,73858
0.0,0.0,1.469007382099933,0.0,114818
4.097980763058869,0.0,3.969007382099933,0.0,49286
0.0,0.0,3.969007382099933,0.0,90249
3.46440345997827,0.0,1.4154440154440153,0.0,141
2.9185645497136905,0.0,0.0,0.0,28
4.3859543817527005,0.0,0.0,0.0,144
0.0,3.4032891796929907,0.0,0.0,145
0.0,0.0,0.0,3.2238038277511962,32914
0.0,0.0,0.0,3.637859661067233,147
0.0,2.9088075503238837,2.9491174848317705,0.0,65682
0.0,0.0,3.7211386644376336,3.5573180256169947,65685
0.0,2.918233354543877,0.0,0.0,8340
3.5862771166393363,3.5882293190313668,3.962739438467594,3.4647186147186146,151
0.0,2.918233354543877,0.0,0.0,8341
2.8025082879930006,3.5405230870799596,3.0091523202517836,0.0,153
0.0,0.0,2.962739438467594,0.0,146
0.0,0.0,4.0973380464947144,0.0,150
4.249673202614379,0.0,0.0,0.0,30
4.4185645497136905,0.0,0.0,0.0,154
3.4185645497136905,3.274298758872305,2.4980130708466484,1.8409090909090908,158
3.525258846285129,0.0,2.962739438467594,0.0,159
2.525258846285129,2.913938644123361,0.0,0.0,160
3.9185645497136905,0.0,0.0,0.0,161
0.0,3.9751340809361286,0.0,0.0,162
3.819682142124377,3.001113591010428,4.962739438467594,0.0,163
0.0,0.0,3.1325075075075075,0.0,164
4.008021390374331,0.0,0.0,0.0,165
4.07924476290541,4.059514259607838,3.3383876325431183,0.48394187779433695,8360
3.7576076364186575,2.1799858329576924,3.2019387360924405,3.5573180256169947,8361
0.0,3.0254697619313218,3.278781033520808,0.0,170
0.0,0.0,1.9627394384675938,0.0,168
